t,n
00:03:59,1
00:08:58,1
00:13:57,1
00:18:56,1
00:23:55,1
00:28:53,1
00:33:52,1
00:38:51,1
00:43:49,1
00:48:48,1
00:53:47,1
00:58:46,1
01:03:45,1
01:08:43,1
01:13:42,1
01:18:41,1
01:23:40,1
01:28:38,1
01:33:37,1
01:38:36,1
01:43:35,1
01:48:33,1
01:53:32,1
01:58:31,1
02:03:30,1
02:08:28,1
02:13:27,1
02:18:26,1
02:23:25,1
02:28:23,1
02:33:22,1
02:38:21,1
02:43:20,1
02:48:18,1
02:53:17,1
02:58:16,1
03:03:15,1
03:08:13,1
03:13:12,1
03:18:11,1
03:23:10,1
03:28:08,1
03:33:07,1
03:38:06,1
03:43:05,1
03:48:03,1
03:53:02,1
03:58:01,1
04:03:00,1
04:07:58,1
04:12:57,1
04:17:56,1
04:22:55,1
04:27:53,1
04:32:52,1
04:37:51,1
04:42:50,1
04:47:49,1
04:52:47,1
04:57:46,1
05:02:45,1
05:07:44,1
05:12:42,1
05:17:41,1
05:22:40,1
05:27:39,1
05:32:37,1
05:37:36,1
05:42:35,1
05:47:34,1
05:52:32,1
05:57:31,1
06:02:30,1
06:07:29,1
06:12:27,1
06:17:26,1
06:22:25,1
06:27:24,1
06:32:22,1
06:37:21,1
06:42:20,1
06:47:19,1
06:52:17,1
06:57:16,1
07:02:15,1
07:07:14,1
07:12:12,1
07:17:11,1
07:22:10,1
07:27:09,1
07:32:07,1
07:37:06,1
07:42:05,1
07:47:04,1
07:52:02,1
07:57:01,1
08:02:00,1
08:06:59,1
08:11:57,1
08:16:56,1
08:21:55,1
08:26:54,1
08:31:53,1
08:36:51,1
08:41:50,1
08:46:49,1
08:51:48,1
08:56:46,1
09:01:45,1
09:06:44,1
09:11:43,1
09:16:41,1
09:21:40,1
09:26:39,1
09:31:38,1
09:36:36,1
09:41:35,1
09:46:34,1
09:51:33,1
09:56:31,1
10:01:30,1
10:06:29,1
10:11:28,1
10:16:26,1
10:21:25,1
10:26:24,1
10:31:23,1
10:36:21,1
10:41:20,1
10:46:19,1
10:51:18,1
10:56:16,1
11:01:15,1
11:06:14,1
11:11:13,1
11:16:11,1
11:21:10,1
11:26:09,1
11:31:08,1
11:36:06,1
11:41:05,1
11:46:04,1
11:51:03,1
11:56:01,1
12:01:00,1
12:05:59,1
12:10:58,1
12:15:56,1
12:20:55,1
12:25:54,1
12:30:53,1
12:35:51,1
12:40:50,1
12:45:49,1
12:50:48,1
12:55:47,1
13:00:45,1
13:05:44,1
13:10:43,1
13:15:42,1
13:20:40,1
13:25:39,1
13:30:38,1
13:35:37,1
13:40:35,1
13:45:34,1
13:50:33,1
13:55:32,1
14:00:30,1
14:05:29,1
14:10:28,1
14:15:27,1
14:20:25,1
14:25:24,1
14:30:23,1
14:35:22,1
14:40:20,1
14:45:19,1
14:50:18,1
14:55:17,1
15:00:15,1
15:05:14,1
15:10:13,1
15:15:12,1
15:20:10,1
15:25:09,1
15:30:08,1
15:35:07,1
15:40:05,1
15:45:04,1
15:50:03,1
15:55:02,1
16:00:00,1
16:04:59,1
16:09:58,1
16:14:57,1
16:19:55,1
16:24:54,1
16:29:53,1
16:34:52,1
16:39:50,1
16:44:49,1
16:49:48,1
16:54:47,1
16:59:45,1
17:04:44,1
17:09:43,1
17:14:42,1
17:19:41,1
17:24:39,1
17:29:38,1
17:34:37,1
17:39:36,1
17:44:34,1
17:49:33,1
17:54:32,1
17:59:31,1
18:04:29,1
18:09:28,1
18:14:27,1
18:19:26,1
18:24:24,1
18:29:23,1
18:34:22,1
18:39:21,1
18:44:19,1
18:49:18,1
18:54:17,1
18:59:16,1
19:04:14,1
19:09:13,1
19:14:12,1
19:19:11,1
19:24:09,1
19:29:08,1
19:34:07,1
19:39:06,1
19:44:04,1
19:49:03,1
19:54:02,1
19:59:01,1
20:03:59,1
20:08:58,1
20:13:57,1
20:18:56,1
20:23:54,1
20:28:53,1
20:33:52,1
20:38:51,1
20:43:49,1
20:48:48,1
20:53:47,1
20:58:46,1
21:03:45,1
21:08:43,1
21:13:42,1
21:18:41,1
21:23:39,1
21:28:38,1
21:33:37,1
21:38:36,1
21:43:35,1
21:48:33,1
21:53:32,1
21:58:31,1
22:03:30,1
22:08:28,1
22:13:27,1
22:18:26,1
22:23:25,1
22:28:23,1
22:33:22,1
22:38:21,1
22:43:20,1
22:48:18,1
22:53:17,1
22:58:16,1
23:03:15,1
23:08:13,1
23:13:12,1
23:18:11,1
23:23:10,1
23:28:08,1
23:33:07,1
23:38:06,1
23:43:05,1
23:48:03,1
23:53:02,1
23:58:01,1
