t,n
00:03:30,1
00:08:29,1
00:13:28,1
00:18:31,1
00:23:27,1
00:28:24,1
00:33:25,1
00:38:21,1
00:43:20,1
00:48:19,1
00:53:18,1
00:58:16,1
01:03:15,1
01:08:14,1
01:13:13,1
01:18:12,1
01:23:11,1
01:33:10,1
01:39:00,1
01:43:08,1
01:49:41,1
01:53:06,1
01:58:57,1
02:03:05,1
02:09:31,1
02:13:01,1
02:18:00,1
02:22:58,1
02:27:57,1
02:32:57,1
02:37:56,1
02:42:56,1
02:47:52,1
02:52:51,1
02:57:50,1
03:02:49,1
03:07:47,1
03:12:46,1
03:17:45,1
03:22:48,1
03:27:42,1
03:32:41,1
03:37:40,1
03:42:39,1
03:47:37,1
03:52:36,1
03:57:35,1
04:02:34,1
04:07:32,1
04:12:31,1
04:17:30,1
04:22:29,1
04:27:27,1
04:32:26,1
04:37:25,1
04:42:24,1
04:47:23,1
04:52:21,1
04:57:20,1
05:02:20,1
05:07:18,1
05:12:17,1
05:17:15,1
05:22:14,1
05:27:13,1
05:32:11,1
05:37:10,1
05:42:09,1
05:47:08,1
05:52:10,1
05:57:06,1
06:02:05,1
06:07:03,1
06:12:05,1
06:17:00,1
06:22:01,1
06:26:58,1
06:31:57,1
06:36:55,1
06:41:54,1
06:46:53,1
06:51:52,1
06:56:50,1
07:01:49,1
07:06:49,1
07:11:47,1
07:18:16,1
07:21:45,1
07:26:43,1
07:31:42,1
07:36:41,1
07:41:39,1
07:46:38,1
07:51:37,1
07:56:36,1
08:01:34,1
08:06:33,1
08:11:32,1
08:16:31,1
08:21:29,1
08:26:28,1
08:31:29,1
08:36:26,1
08:41:24,1
08:46:23,1
08:51:22,1
08:56:21,1
09:01:19,1
09:06:18,1
09:11:17,1
09:16:17,1
09:21:15,1
09:26:13,1
09:31:12,1
09:36:11,1
09:41:10,1
09:46:08,1
09:51:07,1
09:56:06,1
10:01:05,1
10:06:03,1
10:11:02,1
10:16:01,1
10:21:00,1
10:25:58,1
10:30:57,1
10:35:56,1
10:40:55,1
10:45:53,1
10:50:52,1
10:55:51,1
11:00:50,1
11:05:48,1
11:10:47,1
11:15:46,1
11:20:45,1
11:25:44,1
11:30:42,1
11:35:41,1
11:40:40,1
11:45:39,1
11:50:37,1
11:55:36,1
12:00:35,1
12:05:34,1
12:10:32,1
12:15:31,1
12:20:30,1
12:25:29,1
12:30:27,1
12:35:26,1
12:40:25,1
12:45:24,1
12:50:22,1
12:55:21,1
13:00:20,1
13:05:19,1
13:10:20,1
13:15:16,1
13:20:15,1
13:25:15,1
13:30:12,1
13:35:11,1
13:40:10,1
13:45:09,1
13:50:07,1
13:55:06,1
14:00:05,1
14:05:04,1
14:10:03,1
14:15:01,1
14:20:00,1
14:24:59,1
14:29:57,1
14:34:56,1
14:39:55,1
14:44:54,1
14:49:53,1
14:54:51,1
14:59:50,1
15:04:49,1
15:09:48,1
15:14:46,1
15:19:45,1
15:24:44,1
15:29:43,1
15:34:41,1
15:39:40,1
15:44:39,1
15:49:38,1
15:54:36,1
15:59:35,1
16:04:34,1
16:09:33,1
16:14:31,1
16:19:30,1
16:24:29,1
16:29:28,1
16:34:26,1
16:39:25,1
16:44:25,1
16:49:23,1
16:54:21,1
16:59:20,1
17:04:19,1
17:09:18,1
17:14:16,1
17:19:15,1
17:24:14,1
17:29:13,1
17:34:11,1
17:39:10,1
17:44:09,1
17:49:08,1
17:54:07,1
17:59:05,1
18:04:04,1
18:09:03,1
18:14:02,1
18:19:00,1
18:23:59,1
18:28:58,1
18:33:57,1
18:38:55,1
18:43:54,1
18:48:53,1
18:53:52,1
18:58:50,1
19:03:49,1
19:08:48,1
19:13:47,1
19:18:45,1
19:23:44,1
19:28:43,1
19:33:42,1
19:38:41,1
19:43:39,1
19:48:38,1
19:53:37,1
19:58:35,1
20:03:34,1
20:08:33,1
20:13:32,1
20:19:22,1
20:23:29,1
20:28:29,1
20:33:28,1
20:38:26,1
20:43:24,1
20:48:25,1
20:53:22,1
20:58:21,1
21:03:19,1
21:08:18,1
21:13:17,1
21:18:16,1
21:23:15,1
21:28:13,1
21:33:12,1
21:38:11,1
21:43:09,1
21:48:08,1
21:53:07,1
21:58:06,1
22:03:05,1
22:08:03,1
22:13:02,1
22:18:01,1
22:23:00,1
22:27:58,1
22:32:57,1
22:37:56,1
22:42:55,1
22:47:53,1
22:52:53,1
22:57:51,1
23:02:50,1
23:07:48,1
23:12:47,1
23:17:46,1
23:22:45,1
23:27:43,1
23:32:43,1
23:37:41,1
23:42:40,1
23:47:39,1
23:52:37,1
23:57:36,1
