t,n
00:03:37,1
00:08:36,1
00:13:35,1
00:18:34,1
00:23:32,1
00:28:31,1
00:33:30,1
00:38:29,1
00:43:28,1
00:48:26,1
00:53:25,1
00:58:24,1
01:03:22,1
01:08:21,1
01:13:20,1
01:18:19,1
01:23:17,1
01:28:16,1
01:33:15,1
01:38:14,1
01:43:12,1
01:48:11,1
01:53:10,1
01:58:09,1
02:03:07,1
02:08:06,1
02:13:05,1
02:18:04,1
02:23:02,1
02:28:01,1
02:33:00,1
02:37:59,1
02:42:57,1
02:47:56,1
02:52:55,1
02:57:54,1
03:02:53,1
03:07:51,1
03:12:50,1
03:17:49,1
03:22:47,1
03:27:46,1
03:32:45,1
03:37:44,1
03:42:43,1
03:47:41,1
03:52:40,1
03:57:39,1
04:02:38,1
04:07:36,1
04:12:35,1
04:17:34,1
04:22:33,1
04:27:31,1
04:32:30,1
04:37:29,1
04:42:28,1
04:47:26,1
04:52:25,1
04:57:24,1
05:02:23,1
05:07:21,1
05:12:20,1
05:17:19,1
05:22:18,1
05:27:16,1
05:32:15,1
05:37:14,1
05:42:13,1
05:47:11,1
05:52:10,1
05:57:09,1
06:02:08,1
06:07:06,1
06:12:05,1
06:17:04,1
06:22:03,1
06:27:01,1
06:32:00,1
06:36:59,1
06:41:58,1
06:46:56,1
06:51:55,1
06:56:54,1
07:01:53,1
07:06:51,1
07:11:50,1
07:16:49,1
07:21:48,1
07:26:46,1
07:31:45,1
07:36:44,1
07:41:43,1
07:46:41,1
07:51:40,1
07:56:39,1
08:01:38,1
08:06:36,1
08:11:35,1
08:16:34,1
08:21:33,1
08:26:31,1
08:31:30,1
08:36:29,1
08:41:28,1
08:46:27,1
08:51:25,1
08:56:24,1
09:01:23,1
09:06:21,1
09:11:20,1
09:16:19,1
09:21:18,1
09:26:17,1
09:31:15,1
09:36:14,1
09:41:13,1
09:46:11,1
09:51:10,1
09:56:09,1
10:01:08,1
10:06:07,1
10:11:05,1
10:16:04,1
10:21:03,1
10:26:02,1
10:31:00,1
10:35:59,1
10:40:58,1
10:45:57,1
10:50:55,1
10:55:54,1
11:00:53,1
11:05:52,1
11:10:50,1
11:15:49,1
11:20:48,1
11:25:47,1
11:30:45,1
11:35:44,1
11:40:43,1
11:45:42,1
11:50:40,1
11:55:39,1
12:00:38,1
12:05:37,1
12:10:35,1
12:15:34,1
12:20:33,1
12:25:32,1
12:30:30,1
12:35:29,1
12:40:28,1
12:45:27,1
12:50:25,1
12:55:24,1
13:00:23,1
13:05:22,1
13:10:20,1
13:15:19,1
13:20:18,1
13:25:17,1
13:30:15,1
13:35:14,1
13:40:13,1
13:45:12,1
13:50:11,1
13:55:09,1
14:00:08,1
14:05:07,1
14:10:05,1
14:15:04,1
14:20:03,1
14:25:02,1
14:30:01,1
14:34:59,1
14:39:58,1
14:44:57,1
14:49:55,1
14:54:54,1
14:59:53,1
15:04:52,1
15:09:51,1
15:14:49,1
15:19:48,1
15:24:47,1
15:29:46,1
15:34:44,1
15:39:43,1
15:44:42,1
15:49:41,1
15:54:39,1
15:59:38,1
16:04:37,1
16:09:36,1
16:14:34,1
16:19:33,1
16:24:32,1
16:29:31,1
16:34:29,1
16:39:28,1
16:44:27,1
16:49:26,1
16:54:24,1
16:59:23,1
17:04:22,1
17:09:21,1
17:14:19,1
17:19:18,1
17:24:17,1
17:29:16,1
17:34:14,1
17:39:13,1
17:44:12,1
17:49:11,1
17:54:09,1
17:59:08,1
18:04:07,1
18:09:06,1
18:14:04,1
18:19:03,1
18:24:02,1
18:29:01,1
18:33:59,1
18:38:58,1
18:43:57,1
18:48:56,1
18:53:54,1
18:58:53,1
19:03:52,1
19:08:51,1
19:13:49,1
19:18:48,1
19:23:47,1
19:28:46,1
19:33:44,1
19:38:43,1
19:43:42,1
19:48:41,1
19:53:39,1
19:58:38,1
20:03:37,1
20:08:36,1
20:13:35,1
20:18:33,1
20:23:32,1
20:28:31,1
20:33:30,1
20:38:28,1
20:43:27,1
20:48:26,1
20:53:25,1
20:58:23,1
21:03:22,1
21:08:21,1
21:13:20,1
21:18:18,1
21:23:17,1
21:28:16,1
21:33:15,1
21:38:13,1
21:43:12,1
21:48:11,1
21:53:10,1
21:58:08,1
22:03:07,1
22:08:06,1
22:13:05,1
22:18:03,1
22:23:02,1
22:28:01,1
22:33:00,1
22:37:58,1
22:42:57,1
22:47:56,1
22:52:55,1
22:57:53,1
23:02:52,1
23:07:51,1
23:12:50,1
23:17:48,1
23:22:47,1
23:27:46,1
23:32:45,1
23:37:43,1
23:42:42,1
23:47:41,1
23:52:40,1
23:57:38,1
