t,n
00:00:04,1
00:05:03,1
00:10:02,1
00:15:01,1
00:19:59,1
00:24:58,1
00:29:57,1
00:34:56,1
00:39:54,1
00:44:53,1
00:49:52,1
00:54:51,1
00:59:49,1
01:04:48,1
01:09:47,1
01:14:46,1
01:19:44,1
01:24:43,1
01:29:42,1
01:34:41,1
01:39:39,1
01:44:38,1
01:49:37,1
01:54:36,1
01:59:34,1
02:04:33,1
02:09:32,1
02:14:31,1
02:19:29,1
02:24:28,1
02:29:27,1
02:34:26,1
02:39:24,1
02:44:23,1
02:49:22,1
02:54:21,1
02:59:19,1
03:04:18,1
03:09:17,1
03:14:16,1
03:19:14,1
03:24:13,1
03:29:12,1
03:34:11,1
03:39:09,1
03:44:08,1
03:49:07,1
03:54:06,1
03:59:04,1
04:04:03,1
04:09:02,1
04:14:01,1
04:18:59,1
04:23:58,1
04:28:57,1
04:33:56,1
04:38:55,1
04:43:53,1
04:48:52,1
04:53:51,1
04:58:49,1
05:03:48,1
05:08:47,1
05:13:46,1
05:18:45,1
05:23:43,1
05:28:42,1
05:33:41,1
05:38:40,1
05:43:38,1
05:48:37,1
05:53:36,1
05:58:35,1
06:03:33,1
06:08:32,1
06:13:31,1
06:18:30,1
06:23:28,1
06:28:27,1
06:33:26,1
06:38:25,1
06:43:23,1
06:48:22,1
06:53:21,1
06:58:20,1
07:03:18,1
07:08:17,1
07:13:16,1
07:18:15,1
07:23:13,1
07:28:12,1
07:33:11,1
07:38:10,1
07:43:08,1
07:48:07,1
07:53:06,1
07:58:05,1
08:03:03,1
08:08:02,1
08:13:01,1
08:18:00,1
08:22:58,1
08:27:57,1
08:32:56,1
08:37:55,1
08:42:53,1
08:47:52,1
08:52:51,1
08:57:50,1
09:02:48,1
09:07:47,1
09:12:46,1
09:17:45,1
09:22:43,1
09:27:42,1
09:32:41,1
09:37:40,1
09:42:38,1
09:47:37,1
09:52:36,1
09:57:35,1
10:02:33,1
10:07:32,1
10:12:31,1
10:17:30,1
10:22:28,1
10:27:27,1
10:32:26,1
10:37:25,1
10:42:23,1
10:47:22,1
10:52:21,1
10:57:20,1
11:02:19,1
11:07:17,1
11:12:16,1
11:17:15,1
11:22:13,1
11:27:12,1
11:32:11,1
11:37:10,1
11:42:09,1
11:47:07,1
11:52:06,1
11:57:05,1
12:02:04,1
12:07:02,1
12:12:01,1
12:17:00,1
12:21:59,1
12:26:57,1
12:31:56,1
12:36:55,1
12:41:54,1
12:46:52,1
12:51:51,1
12:56:50,1
13:01:49,1
13:06:47,1
13:11:46,1
13:16:45,1
13:21:44,1
13:26:42,1
13:31:41,1
13:36:40,1
13:41:39,1
13:46:37,1
13:51:36,1
13:56:35,1
14:01:34,1
14:06:32,1
14:11:31,1
14:16:30,1
14:21:29,1
14:26:27,1
14:31:26,1
14:36:25,1
14:41:24,1
14:46:22,1
14:51:21,1
14:56:20,1
15:01:19,1
15:06:17,1
15:11:16,1
15:16:15,1
15:21:14,1
15:26:12,1
15:31:11,1
15:36:10,1
15:41:09,1
15:46:07,1
15:51:06,1
15:56:05,1
16:01:04,1
16:06:02,1
16:11:01,1
16:16:00,1
16:20:59,1
16:25:57,1
16:30:56,1
16:35:55,1
16:40:54,1
16:45:52,1
16:50:51,1
16:55:50,1
17:00:49,1
17:05:47,1
17:10:46,1
17:15:45,1
17:20:44,1
17:25:43,1
17:30:41,1
17:35:40,1
17:40:39,1
17:45:37,1
17:50:36,1
17:55:35,1
18:00:34,1
18:05:33,1
18:10:31,1
18:15:30,1
18:20:29,1
18:25:28,1
18:30:26,1
18:35:25,1
18:40:24,1
18:45:23,1
18:50:21,1
18:55:20,1
19:00:19,1
19:05:18,1
19:10:16,1
19:15:15,1
19:20:14,1
19:25:13,1
19:30:11,1
19:35:10,1
19:40:09,1
19:45:08,1
19:50:06,1
19:55:05,1
20:00:04,1
20:05:03,1
20:10:01,1
20:15:00,1
20:19:59,1
20:24:58,1
20:29:56,1
20:34:55,1
20:39:54,1
20:44:53,1
20:49:51,1
20:54:50,1
20:59:49,1
21:04:48,1
21:09:46,1
21:14:45,1
21:19:44,1
21:24:43,1
21:29:41,1
21:34:40,1
21:39:39,1
21:44:38,1
21:49:36,1
21:54:35,1
21:59:34,1
22:04:33,1
22:09:31,1
22:14:30,1
22:19:29,1
22:24:28,1
22:29:26,1
22:34:25,1
22:39:24,1
22:44:23,1
22:49:21,1
22:54:20,1
22:59:19,1
23:04:18,1
23:09:17,1
23:14:15,1
23:19:14,1
23:24:13,1
23:29:11,1
23:34:10,1
23:39:09,1
23:44:08,1
23:49:07,1
23:54:05,1
23:59:04,1
