t,n
00:04:59,1
00:09:58,1
00:14:57,1
00:19:55,1
00:24:54,1
00:29:53,1
00:34:52,1
00:39:50,1
00:44:49,1
00:49:48,1
00:54:47,1
00:59:45,1
01:04:44,1
01:09:43,1
01:14:42,1
01:19:40,1
01:24:39,1
01:29:38,1
01:34:37,1
01:39:35,1
01:44:34,1
01:49:33,1
01:54:32,1
01:59:30,1
02:04:29,1
02:09:28,1
02:14:27,1
02:19:25,1
02:24:24,1
02:29:23,1
02:34:22,1
02:39:20,1
02:44:19,1
02:49:18,1
02:54:17,1
02:59:15,1
03:04:14,1
03:09:13,1
03:14:12,1
03:19:11,1
03:24:09,1
03:29:08,1
03:34:07,1
03:39:05,1
03:44:04,1
03:49:03,1
03:54:02,1
03:59:01,1
04:03:59,1
04:08:58,1
04:13:57,1
04:18:56,1
04:23:54,1
04:28:53,1
04:33:52,1
04:38:51,1
04:43:49,1
04:48:48,1
04:53:47,1
04:58:46,1
05:03:44,1
05:08:43,1
05:13:42,1
05:18:41,1
05:23:39,1
05:28:38,1
05:33:37,1
05:38:36,1
05:43:34,1
05:48:33,1
05:53:32,1
05:58:31,1
06:03:29,1
06:08:28,1
06:13:27,1
06:18:26,1
06:23:24,1
06:28:23,1
06:33:22,1
06:38:21,1
06:43:19,1
06:48:18,1
06:53:17,1
06:58:16,1
07:03:14,1
07:08:13,1
07:13:12,1
07:18:11,1
07:23:09,1
07:28:08,1
07:33:07,1
07:38:06,1
07:43:04,1
07:48:03,1
07:53:02,1
07:58:01,1
08:02:59,1
08:07:58,1
08:12:57,1
08:17:56,1
08:22:54,1
08:27:53,1
08:32:52,1
08:37:51,1
08:42:49,1
08:47:48,1
08:52:47,1
08:57:46,1
09:02:44,1
10:32:54,0
10:36:33,1
10:36:38,0
10:41:37,0
10:42:42,1
10:43:14,0
10:48:13,0
10:48:46,1
10:52:06,0
10:52:06,1
10:57:05,1
11:02:03,0
11:02:04,1
11:07:03,1
11:12:02,1
11:17:01,1
11:21:59,1
11:26:58,1
11:31:57,1
11:36:56,1
11:41:54,1
11:46:53,1
11:51:52,1
11:56:51,1
12:01:49,1
12:06:48,1
12:11:47,1
12:16:46,1
12:21:44,1
12:26:43,1
12:31:42,1
12:36:41,1
12:41:39,1
12:46:38,1
12:51:37,1
12:56:36,1
13:01:34,1
13:06:33,1
13:11:32,1
13:16:31,1
13:21:29,1
13:31:28,1
13:36:27,1
13:41:25,1
13:46:24,1
13:51:23,1
13:56:22,1
14:01:21,1
14:06:19,1
14:11:18,1
14:16:17,1
14:21:16,1
14:26:14,1
14:31:13,1
14:36:12,1
14:41:11,1
14:46:09,1
14:51:08,1
14:56:07,1
15:01:06,1
15:06:04,1
15:11:03,1
15:16:02,1
15:21:01,1
15:25:59,1
15:30:58,1
15:35:57,1
15:40:56,1
15:45:54,1
15:50:53,1
15:55:52,1
16:00:51,1
16:05:49,1
16:10:48,1
16:15:47,1
16:20:46,1
16:25:44,1
16:30:43,1
16:35:42,1
16:40:41,1
16:45:39,1
16:50:38,1
16:55:37,1
17:00:36,1
17:05:34,1
17:10:33,1
17:15:32,1
17:20:31,1
17:25:29,1
17:30:28,1
17:35:27,1
17:40:26,1
17:45:24,1
17:50:23,1
17:55:22,1
18:00:21,1
18:05:19,1
18:10:18,1
18:15:17,1
18:20:16,1
18:25:14,1
18:30:13,1
18:35:12,1
18:40:11,1
18:45:09,1
18:50:08,1
18:55:07,1
19:00:06,1
19:05:04,1
19:10:03,1
19:20:01,1
19:24:59,1
19:29:58,1
19:34:57,1
19:39:56,1
19:44:55,1
19:49:53,1
19:54:52,1
19:59:51,1
20:04:50,1
20:09:48,1
20:14:47,1
20:19:46,1
20:24:45,1
20:29:43,1
20:34:42,1
20:39:41,1
20:44:40,1
20:49:38,1
20:54:37,1
20:59:36,1
21:04:35,1
21:09:33,1
21:14:32,1
21:19:31,1
21:24:30,1
21:29:28,1
21:34:27,1
21:39:26,1
21:44:25,1
21:49:23,1
21:54:22,1
21:59:21,1
22:04:20,1
22:09:18,1
22:14:17,1
22:19:16,1
22:24:15,1
22:29:13,1
22:34:12,1
22:39:11,1
22:44:10,1
22:49:08,1
22:54:07,1
22:59:06,1
23:04:05,1
23:09:03,1
23:14:02,1
23:19:01,1
23:24:00,1
23:28:58,1
23:33:57,1
23:38:56,1
23:43:55,1
23:48:53,1
23:53:52,1
23:58:51,1
